COMID,FromNode,ToNode,Hydrosq,AreSqKM,cum_totco2g_m2_day,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,TOT_othr16,h_tot,h_rel,tot_other_3,tot_ntrl_3,tot_shrb_3,h_rel_3,h_rel_3,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,totco2g_m2_day_fill,logQ_m3_div_s,logDA_km2,logw_m,length_m,logwbkf_m,logd_m,logK_m_div_s,D50_m,StreamOrde,pred_annual_DOC,pred_annual_DO,no3_conc_mg_l,logRT_total_hz_s,logq_hz_total_m_s,totco2_o2g_m2_day,totco2_ang_m2_day
24422741,50127736,50127735,50013581,15.3846,39897.87424,2.3,81.56,1.06,0.09,11.93,3.06,0.667855827,0.372737434,5.45,82.62,11.93,0.518793491,0.339280234,4.716,0.01,887.78,0.060229,15.38,1122.7,106.5114054,1.53435838,3.050262523,1.473920949,4716,1.583133012,0.108447966,-1.620378759,0.067644095,5,2.239743894,11.38653768,0.075536172,5.649782765,-3.404940314,105.9367804,0.57462503
24422743,50127737,50127736,50013834,0.3582,39443.29895,2.23,82.84,1.01,0.04,11,2.88,0.635270659,0.354551306,5.15,83.85,11,0.494489416,0.322726506,0.921,0.01,873.49,0.060172,0.36,1094.04,282.5045484,1.53143961,3.039031415,1.468009018,921,1.577939302,0.104054077,-1.164225398,0.172534504,5,2.198303778,11.36842255,0.073950651,4.942574597,-2.87777206,281.0362349,1.468313515
24422743,50127737,50127736,50013834,0.3582,39443.29895,2.23,82.84,1.01,0.04,11,2.88,0.635270659,0.354551306,5.15,83.85,11,0.494489416,0.322726506,0.921,0.01,873.49,0.060172,0.36,1094.04,282.5045484,1.53143961,3.039031415,1.468009018,921,1.577939302,0.104054077,-1.164225398,0.172534504,5,2.198303778,11.36842255,0.073950651,4.942574597,-2.87777206,281.0362349,1.468313515
24422745,50127738,50127737,50013960,2.1933,38839.05133,2.23,82.85,1,0.04,11,2.88,0.634829461,0.354305068,5.15,83.85,11,0.494489416,0.322502371,1.53,0.01,872.57,0.060224,2.19,1093.68,308.6472629,1.531415011,3.038889198,1.467934157,1530,1.577873535,0.103998438,-1.26661783,0.201023856,5,2.191528556,11.3683776,0.073937257,5.048409854,-2.92108485,307.0513957,1.595867182
24422747,50127739,50127738,50055718,1.4949,217.7904131,5.07,51.55,0.21,0,39.89,3.28,0.98440171,0.549405055,8.35,51.76,39.89,0.83268368,0.500090032,2.376,0.03,42.07,0.081293,1.49,45.11,10.28903932,-0.193616135,1.654270902,0.739086456,2376,0.937571104,-0.437698636,-2.364222743,0.00561926,3,0.781818182,10.71749912,0.162720885,5.034376369,-3.904973684,10.258412,0.030627315
24422749,50127740,50127739,50060026,0.081,157.6435132,5.4,50.78,0.12,0,38.85,4.85,1.023886095,0.57144171,10.25,50.9,38.85,0.859745895,0.52014866,0.232,0.04,23.88,0.090034,0.08,26.91,47.20278898,-0.440982712,1.42995727,0.62101025,232,0.833839582,-0.525455701,-1.459279464,0.012450245,3,0.781818182,10.57465204,0.162459778,3.832588992,-3.331227762,47.05806805,0.14472093
24422751,50127741,50127740,50065258,4.7034,83.4681327,4.42,54.03,0.16,0,35.01,6.38,1.023807283,0.571397724,10.8,54.19,35.01,0.855459245,0.520108622,2.79,0.09,16.92,0.067376,4.7,20.35,5.415734611,-0.555004151,1.308639102,0.557149713,2790,0.777737247,-0.572918383,-2.721647144,0.005361028,2,0.781818182,10.53099149,0.151137473,4.85026053,-4.176285611,5.399188532,0.01654608
24422753,50127742,50127741,50071876,3.5586,73.99934819,4.73,50.8,0.25,0,35.43,8.79,1.084717054,0.605392114,13.52,51.05,35.43,0.893311541,0.55105165,1.607,0.06,12.54,0.066986,3.56,14.14,8.436866253,-0.680900311,1.150363402,0.473835141,1607,0.704544285,-0.634839768,-2.401998954,0.003644333,2,0.781818182,10.69810463,0.147246055,4.625321666,-3.989400482,8.41209035,0.024775902
24422755,50127743,50127742,50080588,1.0125,62.86270565,5.55,48.73,0.35,0,41.67,3.7,1.017329052,0.567782155,9.25,49.08,41.67,0.850424243,0.516817589,1.119,0.08,9.61,0.061394,1.01,9.78,9.122417233,-0.827961286,0.990352176,0.389607009,1119,0.630548746,-0.697440135,-2.311582397,0.003780245,2,0.781818182,10.66529376,0.143398804,4.354595946,-3.993698692,9.09557935,0.026837883
24422757,50127744,50127743,50092724,1.3275,51.22482333,5.73,47.01,0.5,0,43.1,3.66,1.028986461,0.574288278,9.39,47.51,43.1,0.854219814,0.522739718,1.107,0.07,6.27,0.059011,1.33,6.83,8.916926052,-0.972882786,0.834713102,0.307680328,1107,0.558575064,-0.758330007,-2.312715386,0.002630238,2,0.781818182,10.88530518,0.138647353,4.337925039,-3.988777453,8.892005569,0.024920484
24422759,50127745,50127744,50111638,4.3056,39.10217745,4.3,41.21,0.74,0,52.66,1.09,0.923903512,0.515640368,5.39,41.95,52.66,0.782399619,0.46935609,3.083,0.1,3.54,0.036723,4.31,4.64,2.883199411,-1.120793709,0.666555418,0.219163989,3083,0.480812279,-0.82411747,-2.858610781,0.001495829,2,0.781818182,11.25583399,0.137471262,4.703865388,-4.488519522,2.875725147,0.007474264
24422761,50225974,50127745,50149038,0.3132,0.006560432,11.78,12.93,0,0,75.29,0,0.730135652,0.407496466,11.78,12.93,75.29,0.664598111,0.370919268,0.268,0.03,0.27,0.111111,0.31,0.31,0.006560432,-2.169557213,-0.504178247,-0.397097216,268,-0.060581413,-1.282137564,-4.010694823,0.000174953,1,0.781818182,11.58089529,0.160258913,5.719931953,-7.059483515,0.006544076,1.64E-05
24422763,50127746,50127738,50014084,0.0207,38312.61365,2.11,84.28,1.03,0.04,9.71,2.83,0.603137799,0.336617615,4.98,85.31,9.71,0.465464363,0.306402558,0.12,0.04,828.97,0.059254,0.02,1046.37,427.3990384,1.521860561,3.019687023,1.457826345,120,1.568993688,0.09648607,-1.164225398,1.542797777,5,2.243110756,11.38114773,0.0715114,3.905702538,-2.716541956,425.1520828,2.246955549
24422765,50127747,50127746,50014215,7.0488,37883.39432,2.11,84.3,1.03,0.04,9.69,2.83,0.602705372,0.336376273,4.98,85.33,9.69,0.46506854,0.306182878,3.265,0,827.28,0.059109,7.05,1045.32,250.8378714,1.521753305,3.019251254,1.457596961,3265,1.568792171,0.096315587,-1.362743388,0.052596826,5,2.246123603,11.38101059,0.071467731,5.593961647,-3.251814393,249.516597,1.321274392
24422767,50127748,50127747,50014347,0.5256,37632.55645,2.07,84.51,1.02,0.04,9.52,2.84,0.597429541,0.333431775,4.95,85.53,9.52,0.460909829,0.303502681,0.179,0,824.02,0.059343,0.53,1038.28,306.1109009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422769,50127749,50127748,50014479,1.3716,37326.44555,2.07,84.52,1.02,0.04,9.5,2.85,0.597331761,0.333377203,4.96,85.54,9.5,0.46076923,0.303453008,0.778,0.01,823.84,0.059356,1.37,1037.75,425.5976199,1.520862801,3.016092909,1.455934444,778,1.567331627,0.095079964,-1.164225398,0.386288192,5,2.240347776,11.37515684,0.071078589,4.644913029,-2.713595406,423.3688743,2.228745658
24422771,50127750,50127749,50014617,1.9152,36898.38594,2.08,84.6,1.02,0.04,9.43,2.83,0.595490875,0.332349785,4.95,85.62,9.43,0.459106949,0.302517812,1.019,0.01,821.19,0.059353,1.92,1035.07,333.2391121,1.520469732,3.014969428,1.455343055,1019,1.566812084,0.09464043,-1.164225398,0.21547883,5,2.262113042,11.37966454,0.070949731,4.942554509,-2.821870437,331.4698283,1.769283793
24422773,50127751,50127750,50014754,0.3663,36560.13758,2.08,84.67,1.03,0.04,9.35,2.83,0.594173276,0.33161442,4.95,85.7,9.35,0.457497105,0.301848453,0.827,0,816.41,0.059345,0.37,1030.18,294.6560974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422775,50127752,50127751,50014893,2.1069,36261.64089,2.07,84.68,1.03,0.04,9.34,2.84,0.59392167,0.331473996,4.95,85.71,9.34,0.457295389,0.301720633,0.34,0,813.5,0.059287,2.11,1028.26,261.7060242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422777,50127753,50127752,50015035,1.3221,35881.96853,2.07,84.78,1.02,0.04,9.25,2.84,0.591491195,0.330117521,4.95,85.8,9.25,0.455475075,0.300485917,1.208,0.01,812.83,0.059336,1.32,1025.32,254.1969824,1.518865962,3.010860022,1.45317991,1208,1.564911732,0.093032728,-1.164225398,0.114573148,5,2.252969059,11.38323264,0.070551066,5.116693554,-2.94741982,252.8621902,1.334792156
24422779,50127754,50127753,50015186,0.1377,35622.22857,2.06,84.79,1.02,0.04,9.23,2.86,0.591354941,0.330041477,4.96,85.81,9.23,0.455328946,0.300416698,0.199,0,809.05,0.059415,0.14,1020.02,272.7191587,1.517910926,3.008608474,1.45199472,199,1.563870527,0.092151867,-1.164225398,0.054080297,5,2.293225968,11.3825247,0.070422954,5.448183329,-3.093048762,271.2447044,1.474454303
24422781,50127755,50127754,50015337,0.3672,35349.50941,2.06,84.79,1.02,0.04,9.23,2.86,0.591354941,0.330041477,4.96,85.81,9.23,0.455328946,0.300416698,0.289,0.01,808.85,0.05943,0.37,1019.88,254.5360536,1.517888908,3.008549842,1.451963857,289,1.563843413,0.092128929,-1.164225398,0.122284466,5,2.260001695,11.38250595,0.070414438,5.072318955,-2.934285499,253.1938292,1.342224435
24422783,50127756,50127755,50015490,0.1782,35094.97336,2.06,84.8,1.02,0.04,9.23,2.85,0.591015824,0.329852212,4.95,85.82,9.23,0.455069365,0.300244422,0.263,0.01,808.56,0.059439,0.18,1019.51,292.2750509,1.517829192,3.008393449,1.451881534,263,1.563771091,0.092067744,-1.164225398,0.141443661,5,2.35531864,11.38245639,0.070380119,5.010925035,-2.905748345,290.6210182,1.654032709
24422785,50127757,50127756,50015640,0.0657,34802.69831,2.06,84.8,1.02,0.04,9.23,2.85,0.591015824,0.329852212,4.95,85.82,9.23,0.455069365,0.300244422,0.201,0.03,808.3,0.059446,0.07,1019.34,447.5224656,1.517800078,3.008317533,1.451841572,201,1.563735984,0.092038044,-1.164225398,0.75692115,5,2.281138512,11.38243361,0.070363258,4.419704027,-2.708653376,445.1260623,2.396403332
24422787,50127758,50127757,50015790,0.3474,33933.01312,1.98,84.92,1.03,0.04,9.13,2.9,0.58793558,0.328133095,4.92,85.95,9.13,0.452254009,0.298679615,0.625,0,790.92,0.059298,0.35,1000.14,305.0858765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422789,50127759,50127758,50015941,5.1966,33523.14564,1.95,85.25,1.05,0.05,8.76,2.94,0.581454811,0.324516109,4.94,86.3,8.76,0.445147246,0.295387292,3.448,0.01,771.74,0.059593,5.2,981.07,144.176746,1.507361282,2.991699686,1.443094122,3448,1.556051233,0.085536729,-1.56888558,0.099624966,5,2.213689714,11.39115618,0.06845068,5.420634638,-3.271460212,143.4557813,0.720964719
24422791,50127760,50127759,50016101,0.3555,33360.60356,1.91,85.33,1.06,0.05,8.7,2.95,0.579347659,0.323340085,4.91,86.39,8.7,0.443113625,0.294316829,0.528,0.01,768.09,0.05985,0.36,975.85,261.0440513,1.506353753,2.989381153,1.441873672,528,1.554979051,0.084629661,-1.164225398,0.104617054,5,2.350241886,11.39042743,0.068126344,4.879359506,-2.960228598,259.6049384,1.439112845
24422793,50127761,50127760,50016265,0.0207,33014.88372,1.77,85.51,1.05,0.05,8.62,3,0.573382556,0.320010897,4.82,86.56,8.62,0.439080411,0.291286472,0.128,0.03,750.82,0.060587,0.02,958.13,463.0188079,1.501008076,2.98142326,1.437684725,128,1.551299006,0.081516336,-1.164225398,0.939516556,5,2.315384801,11.38306327,0.067237604,3.976587829,-2.700495273,460.5455144,2.473293568
24422795,50127762,50127761,50016434,0.0342,32508.54821,1.76,85.54,1.05,0.05,8.58,3.02,0.572745045,0.319655096,4.83,86.59,8.58,0.438502428,0.290962607,0.16,0.01,744.84,0.060174,0.03,952.44,357.944097,1.499623071,2.978838174,1.436323964,160,1.550103559,0.080504986,-1.164225398,0.234274765,5,2.28390275,11.40592128,0.06698628,4.687915395,-2.79802262,356.0920025,1.852094546
24422797,50127763,50127762,50016608,0.0297,32132.2551,1.74,85.57,1.05,0.05,8.55,3.04,0.571944812,0.319208477,4.83,86.62,8.55,0.437870629,0.290556078,0.255,0,741.77,0.060113,0.03,949.5,351.0370789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422799,50127764,50127763,50016791,0.1062,31781.21803,1.74,85.58,1.05,0.05,8.56,3.02,0.571506933,0.318964093,4.81,86.63,8.56,0.437555453,0.290333629,0.297,0.01,741.51,0.060134,0.11,949.47,420.793372,1.498949961,2.977479738,1.435608899,297,1.549475364,0.079973532,-1.164225398,0.325880842,5,2.280444758,11.41035557,0.066918361,4.635184602,-2.732270972,418.6253322,2.168039822
24422801,50127765,50127764,50016970,0.0099,31356.40887,1.73,85.59,1.04,0.05,8.55,3.04,0.571114423,0.318745029,4.82,86.63,8.55,0.437607772,0.290134228,0.119,0,739.73,0.060144,0.01,948.48,343.7705174,1.4987394,2.977030375,1.435372359,119,1.549267562,0.07979773,-1.164225398,0.045895631,5,2.758445587,11.41021307,0.066888612,5.407404716,-3.116979864,341.2787803,2.491737107
24422803,50127766,50127765,50017346,0.009,30670.65621,1.73,85.59,1.04,0.05,8.55,3.04,0.571114423,0.318745029,4.82,86.63,8.55,0.437607772,0.290134228,0.093,0,739.29,0.060179,0.01,948.45,361.1976013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422803,50127766,50127765,50017346,0.009,30670.65621,1.73,85.59,1.04,0.05,8.55,3.04,0.571114423,0.318745029,4.82,86.63,8.55,0.437607772,0.290134228,0.093,0,739.29,0.060179,0.01,948.45,361.1976013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422805,50127767,50127766,50017545,0.09,29847.93209,1.73,85.59,1.04,0.05,8.55,3.04,0.571114423,0.318745029,4.82,86.63,8.55,0.437607772,0.290134228,0.075,0,739.2,0.060187,0.09,948.44,348.4992676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422805,50127767,50127766,50017545,0.09,29847.93209,1.73,85.59,1.04,0.05,8.55,3.04,0.571114423,0.318745029,4.82,86.63,8.55,0.437607772,0.290134228,0.075,0,739.2,0.060187,0.09,948.44,348.4992676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24422807,50127768,50127767,50017747,0.09,29075.0859,1.73,85.6,1.04,0.05,8.55,3.03,0.570780482,0.318558652,4.81,86.64,8.55,0.437344716,0.289964581,0.19,0,739.12,0.060193,0.09,948.35,298.1105038,1.498711707,2.976968969,1.435340036,190,1.549239165,0.079773707,-1.164225398,0.062939659,5,2.320112386,11.41019434,0.066884952,5.272882731,-3.055561302,296.5303891,1.580114691
24422809,50127769,50127768,50017947,0.4887,28681.19129,1.65,85.88,1.04,0.05,8.31,3.07,0.563406674,0.314443252,4.77,86.92,8.31,0.431196405,0.286218582,0.948,0.01,721.44,0.060934,0.49,932.08,320.5464151,1.492530135,2.9694551,1.431384818,948,1.545764453,0.076834094,-1.164225398,0.166833951,5,2.283079592,11.39810865,0.066056393,4.99075428,-2.85660809,318.8994386,1.64697649
24422811,50127770,50127769,50018155,0.9963,28358.80687,1.63,85.97,1.04,0.05,8.25,3.06,0.560877794,0.313031857,4.74,87.01,8.25,0.429118427,0.284933875,1.178,0,717.54,0.061098,1,929.66,233.0295045,1.49201035,2.968324752,1.430789816,1178,1.545241736,0.076391874,-1.164225398,0.079961764,5,2.321005793,11.39289261,0.065873631,5.231464096,-3.003400558,231.7992885,1.230216007
24422813,50127771,50127770,50018375,0.2637,28121.99303,1.62,85.98,1.03,0.05,8.25,3.07,0.560372374,0.312749777,4.74,87.01,8.25,0.429118427,0.284677115,0.338,0.01,714.45,0.061124,0.26,927.88,370.0757435,1.491627536,2.967494014,1.430352524,338,1.54485757,0.076066869,-1.164225398,0.224957411,5,2.307467068,11.39263081,0.065785198,4.696953203,-2.8021308,368.1424761,1.933267459
24422815,50127772,50127771,50018606,1.1007,27742.16984,1.6,85.98,1.03,0.05,8.25,3.09,0.560242634,0.312677368,4.74,87.01,8.25,0.429118427,0.284611205,1.129,0.01,713.99,0.061149,1.1,927.19,296.4052933,1.491476061,2.967166584,1.430180169,1129,1.544706153,0.07593877,-1.164225398,0.149424367,5,2.284063676,11.39252919,0.065747143,4.98225157,-2.880117937,294.8833115,1.521981803
24422817,50127773,50127772,50018839,0.2133,26975.01627,1.5,86.39,1.05,0.05,7.83,3.18,0.550127033,0.307031743,4.73,87.44,7.83,0.419738517,0.279472336,0.281,0.01,686.98,0.061414,0.21,890.11,306.7306672,1.480316748,2.949442753,1.420850541,281,1.536509951,0.069004767,-1.164225398,0.148055881,5,2.352233509,11.4009039,0.064490147,4.768571746,-2.878474297,305.1008109,1.629856278
24422819,50127774,50127773,50019074,0.2268,26668.28561,1.5,86.39,1.05,0.05,7.83,3.18,0.550127033,0.307031743,4.73,87.44,7.83,0.419738517,0.279472336,0.428,0.01,686.7,0.061424,0.23,889.89,430.497002,1.480266694,2.949338669,1.420795753,428,1.536461818,0.068964047,-1.164225398,0.315413234,5,2.284381638,11.40087013,0.064475844,4.654371805,-2.728681697,428.318105,2.178896997
24422821,50127775,50127774,50029109,0.0018,6206.660207,2.18,87.81,0.7,0,8.11,1.2,0.489088023,0.272965223,3.38,88.51,8.11,0.387989639,0.248463653,0.033,0.36,275.39,0.044519,0,386.27,582.8227251,1.078410922,2.586893116,1.230008437,33,1.368852615,-0.072833658,-1.164225398,4,4,1.89524296,11.33125065,0.075626388,3.242187104,-2.539518543,580.3436464,2.479078622
24422823,50127776,50127775,50029893,1.2276,5614.530278,2.19,87.79,0.71,0,8.11,1.2,0.48993983,0.273440626,3.39,88.5,8.11,0.388286714,0.248896384,1.481,0.01,273.92,0.043005,1.23,383.86,148.4393289,1.076959912,2.584177837,1.228579144,1481,1.367596962,-0.073895942,-1.314378969,0.036236647,4,1.423504803,11.33039571,0.075550802,5.138184799,-3.152496888,147.9769812,0.462347674
24422825,50127777,50127776,50030704,2.5695,5459.414241,2.17,87.9,0.71,0,8.01,1.21,0.487240823,0.271934281,3.38,88.61,8.01,0.385808002,0.24752525,1.84,0.01,270.09,0.043208,2.57,377.8,110.9812161,1.073202468,2.577267356,1.224941544,1840,1.364401282,-0.076599494,-1.435214628,0.035737132,4,1.409836153,11.35675458,0.075186936,5.224760436,-3.23765328,110.6411653,0.340050746
24422827,50127778,50127777,50031588,4.4523,5344.527308,2.11,87.98,0.72,0,7.96,1.23,0.485148525,0.270766547,3.34,88.7,7.96,0.383520825,0.246462332,1.687,0.01,266.28,0.043488,4.45,373.89,123.1551053,1.070909527,2.572747683,1.222562438,1687,1.362311206,-0.078367702,-1.520490398,0.060414993,4,1.469629565,11.36505533,0.07482725,5.02397352,-3.206651208,122.765141,0.389964355
24422829,50127779,50127778,50032529,0.0333,3573.260427,2.38,87.06,0.8,0,8.66,1.1,0.509705421,0.284472012,3.48,87.86,8.66,0.402725814,0.258937584,0.181,0,186.54,0.043101,0.03,263.77,147.3050224,0.8922784,2.421219801,1.142799843,181,1.292238702,-0.137649174,-1.164225398,0.018378087,4,1.88264634,11.24025622,0.087108922,4.987461339,-3.140671027,146.6289538,0.676068648
24422831,50127780,50127779,50033548,2.2446,2834.554967,2.49,87.6,0.89,0,7.89,1.13,0.500978749,0.279601563,3.62,88.49,7.89,0.390233508,0.254504311,0.716,0.01,155.21,0.038528,2.24,221.71,181.9988163,0.827155911,2.34579155,1.103095249,716,1.257357686,-0.16715858,-1.211305901,0.044926467,4,1.420252907,11.22498387,0.087202225,4.694695034,-2.976861895,181.3880194,0.610796897
24422833,50127781,50127780,50034646,0.171,2652.55615,2.5,87.66,0.83,0,7.88,1.13,0.498319327,0.278117312,3.63,88.49,7.88,0.390304243,0.253153287,0.259,0.01,154.49,0.038643,0.17,219.47,194.5300317,0.824625523,2.341372393,1.100769054,259,1.255314093,-0.168887464,-1.164225398,0.02737681,4,1.854549419,11.2381795,0.087055156,4.821262268,-3.037915062,193.655293,0.874738733
24422835,50127782,50127781,50035833,1.7703,2458.026119,2.49,87.66,0.83,0,7.88,1.14,0.498398093,0.278161272,3.63,88.49,7.88,0.390304243,0.253193301,1.905,0.01,154.23,0.038644,1.77,219.3,74.6481726,0.82444132,2.341033879,1.100590863,1905,1.25515755,-0.169019899,-1.731892002,0.039947267,4,1.362722822,11.23807365,0.087025016,5.029638522,-3.384333038,74.40745829,0.240714315
24422837,50127783,50127782,50037125,5.1147,2374.431441,2.45,87.59,0.84,0,7.96,1.16,0.500225496,0.279181165,3.61,88.43,7.96,0.391479649,0.254121647,0.584,0,150.3,0.038456,5.11,215.08,84.39785049,0.819559214,2.332593162,1.096147764,584,1.251254228,-0.172322117,-1.164225398,0.012444089,4,1.376292802,11.25486313,0.086927874,5.053876941,-3.192887227,84.12455246,0.273298027
24422839,50127784,50127783,50038569,1.9836,2282.856031,2.41,87.52,0.86,0,8.03,1.18,0.502257175,0.280315067,3.59,88.38,8.03,0.392428102,0.25515377,1.864,0.01,147.21,0.038381,1.98,206.2,78.45620036,0.808642413,2.314294137,1.08651536,1864,1.242792033,-0.17948115,-1.568839006,0.021136247,4,1.404103961,11.25882547,0.087105517,5.131092208,-3.391332347,78.19774208,0.258458284
24422841,50127785,50127784,50040197,1.2591,2055.180697,2.64,87.01,0.96,0,8.35,1.04,0.51643012,0.288225138,3.68,87.97,8.35,0.401962472,0.262353827,0.848,0.02,132.1,0.037623,1.26,181.35,158.0535248,0.758158828,2.258506783,1.057149516,848,1.216993747,-0.201306549,-1.419840247,0.057017998,4,1.338548986,11.2455117,0.089146465,4.619015111,-3.075298216,157.5481706,0.505354242
24422843,50127786,50127785,50042007,3.4047,1614.243237,2.54,86.51,1.01,0,8.82,1.12,0.529539171,0.295541439,3.66,87.52,8.82,0.411329289,0.269013411,2.922,0.01,116.36,0.038587,3.4,165.31,47.07464018,0.731038428,2.218294922,1.035982439,2922,1.198398187,-0.217038428,-1.906399536,0.023411617,4,1.330708648,11.18911348,0.091393436,5.215139524,-3.582240844,46.92170477,0.152935407
24422845,50127787,50127786,50044041,1.4499,1567.168597,2.54,86.48,0.97,0,8.88,1.13,0.529553123,0.295549225,3.67,87.45,8.88,0.412869318,0.269020498,0.447,0.01,113.44,0.039492,1.45,161.9,131.4048539,0.726054867,2.209256774,1.031224858,447,1.194218589,-0.220574376,-1.164225398,0.02411459,4,1.380717655,11.25368618,0.091477408,4.737788666,-3.042603543,130.9708,0.434053901
24422847,50127788,50127787,50046389,0.1764,1435.763743,2.54,86.53,0.9,0,8.9,1.13,0.526838827,0.294034348,3.67,87.43,8.9,0.413285484,0.267641597,0.332,0.02,112.99,0.039561,0.18,160.45,239.8179609,0.723826107,2.205350007,1.029168379,332,1.192411945,-0.2221028,-1.164225398,0.076898565,4,1.460345559,11.27190095,0.091572543,4.08288852,-2.821741239,238.9879371,0.830023821
24422849,50127789,50127788,50049033,1.3959,1188.46148,2.66,86.1,0.96,0,9.14,1.14,0.539614118,0.301164373,3.8,87.06,9.14,0.421971587,0.274131626,0.755,0,107.52,0.040644,1.4,151.67,74.15160828,0.704426976,2.180901691,1.016299057,755,1.181106074,-0.231667589,-1.223164939,0.009196394,4,1.356583581,11.23990921,0.092027707,5.104295196,-3.285550029,73.90908333,0.242524956
24422851,50127790,50127789,50052129,1.6542,886.0272103,2.73,83.25,1.07,0,11.5,1.45,0.609582657,0.340214558,4.18,84.32,11.5,0.478096286,0.309676637,1.524,0.01,81.26,0.041103,1.65,110.81,62.97390182,0.572638559,2.044564061,0.944532443,1524,1.118058145,-0.285006256,-1.557396321,0.014592215,4,1.218186504,11.10404179,0.1063944,4.929038924,-3.416866572,62.77040679,0.203495022
24422853,50127791,50127790,50055717,10.2033,418.4837852,3.4,82.22,1.06,0,12,1.32,0.63568312,0.354781505,4.72,83.28,12,0.501469757,0.322936042,3.761,0.01,55.44,0.034091,10.2,77.84,22.49441673,0.431807171,1.891213428,0.863810371,3761,1.047142728,-0.345000834,-2.023801344,0.008207744,3,1.15709576,11.05876257,0.110600729,5.244652318,-3.842362477,22.42294008,0.071476653
24422855,50127792,50127791,50060025,1.0188,214.5103982,2.32,81.05,0.8,0,14.46,1.37,0.634634427,0.354196218,3.69,81.85,14.46,0.514566469,0.322403291,0.865,0,33.32,0.035114,1.02,48.32,3.574662291,0.267449947,1.684135913,0.754807066,865,0.95138187,-0.426014702,-2.063403388,0.002785812,3,0.932942168,11.09993878,0.124056665,5.761326362,-4.309788853,3.564512516,0.010149775
24422857,50127793,50127792,50065257,2.4813,159.0311998,2.45,79.56,0.91,0,15.59,1.49,0.667980412,0.372806966,3.94,80.47,15.59,0.538875718,0.339343525,2.367,0.01,23.7,0.036709,2.48,34.72,23.3677301,0.143250194,1.540559702,0.679230143,2367,0.884986534,-0.482185282,-1.883826345,0.006026048,2,0.904933588,11.1160827,0.127297047,4.886564358,-3.767271706,23.30220943,0.065520667
24422859,50127794,50127793,50071875,3.0744,119.6049194,1.05,84.1,1.03,0,12.47,1.35,0.558325777,0.311607549,2.4,85.13,12.47,0.442531192,0.283637414,2.538,0.01,16.4,0.040854,3.07,23.6,20.13700935,-0.003700981,1.372825504,0.590936722,2538,0.807419586,-0.547807068,-1.938232436,0.004330426,2,0.965542596,10.93210275,0.116489828,4.824563585,-3.871939643,20.07750585,0.059503505
24422861,50127795,50127794,50080587,4.8717,92.92716445,1.11,86.26,0.61,0,10.81,1.21,0.502467604,0.280432509,2.32,86.87,10.81,0.409681827,0.25526067,1.968,0.02,11.36,0.049296,4.87,17.74,24.13773994,-0.106637104,1.249061319,0.525788629,1968,0.750186117,-0.596226691,-1.927108933,0.005397331,2,1.102039139,11.08269156,0.111576072,4.635858194,-3.769808007,24.06375158,0.073988358
24422863,50127796,50127795,50092723,3.8907,54.05500256,0.58,84.84,0.51,0,12.22,1.85,0.526960257,0.294102119,2.43,85.35,12.22,0.439107366,0.267703285,2.143,0.02,6.72,0.0625,3.89,9.34,14.46225903,-0.385629723,0.970230615,0.379015242,2143,0.621243738,-0.70531219,-2.018578799,0.003541029,2,0.998366309,11.26241814,0.107764565,4.557379972,-3.983814881,14.42239372,0.039865313
24422865,50127797,50127796,50111637,2.7144,28.01221028,0.02,79.48,0,0,17.34,3.16,0.597229839,0.33332032,3.18,79.48,17.34,0.54251777,0.30340123,1.278,0.07,2.59,0.081081,2.71,3.99,16.89918239,-0.777176716,0.601234047,0.184779545,1278,0.450605086,-0.849672814,-2.148405618,0.004227684,1,0.781818182,11.5011047,0.114596619,4.100757404,-3.732252664,16.85897956,0.040202826
24422867,50225975,50127797,50149037,1.278,11.11302789,0,88.38,0,0,11.27,0.35,0.374990428,0.209286143,0.35,88.38,11.27,0.341330997,0.190500457,1.313,0.14,1.31,0.10687,1.28,1.28,11.11302789,-1.284792647,0.106530854,-0.075626725,1313,0.221834703,-1.043212992,-2.41981093,0.002400239,1,0.995007477,11.68127602,0.098515848,3.883666784,-4.022832085,11.0855768,0.027451091
