"COMID","urban","forest","wetland","agrc","shrub","turban","tforest","twetland","tagrc","tshrub"
"24126877",0,83.59,1.33,0,8.66,0,83.59,1.33,0,8.66
"24126879",0,93.91,0,0,5.98,0,93.91,0,0,5.98
"24126881",0,17.03,1.13,0,31,0,9.2,0.61,0,18.8
"24126883",0,12.9,0,0,8.79,0,4.78,0,0,6.55
"24126885",0,31.88,0,0,14.07,0,21.61,0,0,13.24
"24126887",0.18,87.15,0,0,9.74,0.18,87.15,0,0,9.74
"24126889",0,75.77,0,0,6.76,0,40.19,0,0,13.86
"24126891",0,73.33,0,0,26.67,0,83.51,0,0,6.45
"24126893",0,42.14,0,0,17.92,0,33.65,0,0,15.08
"24126895",0,96.91,2.54,0,0,0,87.12,1.32,0,7.13
"24126897",1.23,69.39,0.61,0,13.07,1.23,69.39,0.61,0,13.07
"24126899",1.08,78.58,1.5,0,9.89,1.08,78.58,1.5,0,9.89
"24126901",0,29.6,0,0,6.68,0,23.88,0,0,12.29
"24126903",0,0,0,0,3.13,0,0,0,0,3.13
"24126905",0,70.46,0,0,17.87,0,70.46,0,0,17.87
"24126907",0.59,71.09,0,0,17.9,0.59,71.09,0,0,17.9
"24126909",0,81.76,0,0,13.75,0,47.98,0,0,16.75
"24126911",0,22.09,0,0,27.87,0,14.3,0,0,18.79
"24126913",26.53,32.65,16.32,0,24.49,0.76,69.98,0.32,0,18.01
"24126915",0,48.95,0,0,18.72,0,44.27,0,0,18.04
"24126917",0,64.91,0,0,10.21,0,34.13,0,0,10.65
"24126919",0,78.4,0,0,9.39,0,78.4,0,0,9.39
"24126921",0.31,82.05,0.15,0,8.09,0.31,82.05,0.15,0,8.09
"24126923",0,64.55,0,0,14.63,0,64.55,0,0,14.63
"24126925",0,92.49,0,0,6.09,0,92.49,0,0,6.09
"24126927",0,100,0,0,0,0,59.66,0.09,0,16.05
"24126929",0,87.88,0,0,6.62,0,73.76,0,0,11.78
"24126931",0,56.96,0.13,0,16.92,0,56.96,0.13,0,16.92
"24126933",1.47,98.53,0,0,0,0.08,66.15,0.06,0,13.01
"24126935",0,46.88,3.6,0,26.32,0,46.88,3.6,0,26.32
"24126937",0,25.88,0,0,30.03,0,22.99,0,0,26.87
"24126939",0,100,0,0,0,0,100,0,0,0
"24126941",0,78.81,0,0,10.93,0,78.81,0,0,10.93
"24126943",0.37,94.99,0,0,2.54,0.37,94.99,0,0,2.54
"24126945",0,77.93,0,0,7.05,0,77.93,0,0,7.05
"24126947",0,60.79,0,0,25.99,0,60.79,0,0,25.99
"24126949",0,5.5,0.72,0,26.93,0,5.5,0.72,0,26.93
"24126951",0,18.25,0.66,0,24.68,0,18.25,0.66,0,24.68
"24126953",0,99.11,0.81,0,0.08,0,71.79,2.31,0,13.65
"24126955",0,96.18,0,0,3.43,0,96.18,0,0,3.43
"24126957",0.37,69.06,0.27,0,22.58,0.37,69.06,0.27,0,22.58
"24126959",0,63.84,2.49,0,19.24,0,29.4,1.33,0,23.63
"24126961",0,71.02,0,0,15.74,0,71.02,0,0,15.74
"24126963",0,100,0,0,0,0,68.76,0,0,17.03
"24126965",0,98.01,0.85,0,0.63,0,98.01,0.85,0,0.63
"24126967",0,98.23,0.93,0,0.58,0,98.23,0.93,0,0.58
"24126969",0,98.73,1.27,0,0,0,94.08,5.15,0,0
"24126971",0,91.02,1.24,0,2.97,0,91.02,1.24,0,2.97
"24126973",0,68.72,0,0,20.16,0,61.95,0,0,21.15
"24126975",0,27.45,0,0,23.34,0,27.45,0,0,23.34
"24126977",0,93.51,1.87,0,1.12,0,93.51,1.87,0,1.12
"24126979",0,98.53,0,0,0.87,0,98.53,0,0,0.87
"24126981",0,79.84,0,0,14.52,0,59.36,0,0,24.48
"24126985",0,91.71,7.87,0,0.42,0,86.24,3.51,0,5.91
"24126987",0,90.7,1.37,0,3.35,0,78.88,0.36,0,11.19
"24126989",0.15,42.74,0,0,22.98,0.15,42.74,0,0,22.98
"24126991",0,29.84,0,0,38.63,0,14.24,0,0,27.32
"24126993",0,79.19,0,0,11.82,0,61.93,0,0,18.32
"24126995",0,52.67,0,0,24.89,0,52.67,0,0,24.89
"24126997",0,66.97,3.39,0,14.72,0,47.62,1.53,0,19.45
"24126999",0,68.98,0.23,0,10.17,0,68.98,0.23,0,10.17
"24127001",0,83.44,0,0,11.94,0,69.34,0,0,23.63
"24127005",0,88.55,2.14,0,4.28,0,88.55,2.14,0,4.28
"24127007",0,95.53,0,0,3.21,0,95.53,0,0,3.21
"24127009",0,84.44,1.91,0,7.13,0,58.45,1.74,0,15.95
"24127011",0,45.58,0,0,43.82,0,43.29,0,0,39.15
"24127013",0.88,72.13,0.4,0,24.44,0.88,72.13,0.4,0,24.44
"24127015",0,96.11,0,0,2.34,0,96.11,0,0,2.34
"24127017",0,48.44,0.55,0,23.92,0,48.44,0.55,0,23.92
"24127019",0,89.5,1.96,0,4.8,0,89.12,2.03,0,4.59
"24127021",0,90.18,0,0,6.03,0.09,71.74,0,0,10.81
"24127023",0,84.56,1.47,0,10.09,0,84.56,1.47,0,10.09
"24127025",0,36.96,0,0,21.61,0,36.96,0,0,21.61
"24127027",0,95.09,0,0,2.78,0,85.48,0,0,9.9
"24127029",0,52.7,0,0,11.86,0,52.7,0,0,11.86
"24127031",0,52.29,0,0,9.01,0,52.29,0,0,9.01
"24127033",0.49,89.05,0.4,0,7.17,0.49,89.05,0.4,0,7.17
"24127035",0,94.89,1.3,0,2.34,0,94.89,1.3,0,2.34
"24127037",0,95.58,0,0,1.75,0,94.69,0,0,1.95
"24127039",0,77.62,0,0,13.9,0,73.72,0,0,13.91
"24127041",4,79.79,0,0,10.04,4,79.79,0,0,10.04
"24127045",0,97.01,0,0,0.75,0,95.65,0.44,0,1.62
"24127047",0.28,74.28,0,0,18.58,0.28,74.28,0,0,18.58
"24127049",0.24,63.98,0,0,15.12,0.24,63.98,0,0,15.12
"24127051",0,28.77,0,0,24.52,0,28.77,0,0,24.52
"24127053",0,46.27,0,0,32.26,0,46.27,0,0,32.26
"24127055",3.17,82.74,5.08,0,8.61,1.6,78.12,2.31,0,14.05
"24127057",0,37.03,1.5,0,39.52,0,37.03,1.5,0,39.52
"24127059",0,59.26,0,0,27,0,53.72,0,0,30.27
"24127061",0,65.55,0,0,14.27,0,53.17,0,0,28.01
"24127063",0,38.31,0,0,27.56,0,38.31,0,0,27.56
"24127065",3.59,89.22,1.31,0,5.88,1.33,69.61,2.09,0,19.27
"24127067",0,34.11,0,0,47.43,0,34.11,0,0,47.43
"24127069",0,86.39,0,0,9.18,0,72.83,0,0,19.93
"24127071",0,49.62,0,0,18.1,0,49.62,0,0,18.1
"24127073",2.15,75.81,0,0,21.15,1.19,65.15,1.68,0,23.23
"24127075",7.84,66.32,0.13,0,23.7,6.79,66.98,0.11,0,21.85
"24127077",19.49,33.57,0.15,0,27.47,19.49,33.57,0.15,0,27.47
"24127079",0,3.39,0.68,0,23.08,0,3.39,0.68,0,23.08
"24127083",0.99,97.33,0.76,0,0.91,0.59,92.91,0.45,0,2.32
"24127085",0,86.36,0,0,4.4,0,86.36,0,0,4.4
"24127087",16.72,45.13,1,0,22.63,11.37,55.61,0.27,0,23.29
"24127089",5.16,60.81,0,0,27.09,5.16,60.81,0,0,27.09
"24127091",15.38,84.62,0,0,0,3.83,70.32,0.64,0,20.88
"24127093",0.08,94.71,0,0,3.7,0.08,94.71,0,0,3.7
"24127095",26.46,56.51,0,0,13.3,10.81,58.48,0.32,0,22.25
"24127097",0,91.07,0,0,4.93,0,91.07,0,0,4.93
"24127099",0,81.62,0,0,8.48,0,81.62,0,0,8.48
"24127101",0,56.25,0,0,43.75,0,51.11,0,0,39.01
"24127103",2.36,77.59,1.18,0,16.51,2.36,77.59,1.18,0,16.51
"24127105",0,97,0.71,0,1.5,0,97,0.71,0,1.5
"24127107",0.38,89.72,0.65,0,5.72,0.38,89.72,0.65,0,5.72
"24127109",0,84,0,0,16,0,84,0,0,16
"24127111",0,51.72,0,0,42.38,0,51.72,0,0,42.38
"24127113",0,64.08,0,0,11.88,0,64.08,0,0,11.88
"24127115",13.97,75.87,0,0,10.17,13.97,75.87,0,0,10.17
"24127117",2.99,56.9,0,0,17.14,2.99,56.9,0,0,17.14
"24127119",0,66.05,0.63,0,25.75,0,66.05,0.63,0,25.75
"24127121",0,38.46,0,0,61.54,0,59.91,0,0,35.85
"24127123",1.43,86.65,1.57,0,9.3,0.54,73.87,0.58,0,21.48
"24127125",0.46,67.46,0,0,15.73,0.46,67.46,0,0,15.73
"24127127",3.5,71.96,0,0,14.95,0.58,77.06,0.49,0,18.54
"24127129",0,90.22,0,0,4.41,0,90.22,0,0,4.41
"24127131",13.5,55.99,4.47,0,23.39,11.63,59.4,1.16,0,21.48
"24127133",0,79.81,0,0,13.57,0,79.81,0,0,13.57
"24127135",0,70.23,1.43,0,18.32,0,70.23,1.43,0,18.32
"24127137",0.54,80.96,0.48,0,9.12,0.33,79.25,0.63,0,10.51
"24127139",2.86,68.14,0,0,15.23,2.86,68.14,0,0,15.23
"24127141",0,85.51,0,0,10.87,0,85.51,0,0,10.87
"24127143",0,100,0,0,0,0,100,0,0,0
"24127145",0.89,74.65,0,0,16.97,0.89,74.65,0,0,16.97
"24127147",0.82,61.49,0.09,0,21.96,0.82,61.49,0.09,0,21.96
"24127149",0,48.7,3.96,0,37.75,0,48.7,3.96,0,37.75
"24127151",3.63,88.31,0,0,7.26,0.48,53.97,3.43,0,33.69
"24127153",7.14,91.07,0,0,0,0.77,74.11,0.79,0,20.46
"24127155",0,81.76,0,0,10.01,0,81.76,0,0,10.01
"24127157",2.07,92.23,0,0,5.7,0.76,79.9,0,0,16.82
"24127159",0,86.18,0,0,3.17,0,86.18,0,0,3.17
"24127161",0,58.14,0,0,17.15,0,58.14,0,0,17.15
"24127163",2.6,75.02,0,0,14.81,2.6,75.02,0,0,14.81
"24127165",0.56,51.66,0,0,29.21,0.56,51.66,0,0,29.21
"24127167",0.63,70.53,0.54,0,27.14,0.63,70.53,0.54,0,27.14
"24127169",0.71,79.5,0,0,17.18,0.71,79.5,0,0,17.18
"24127171",3.81,60.96,0,0,27.11,3.36,60.04,0,0,28.34
"24127173",1.12,78.74,0.24,0,18.31,1.12,78.74,0.24,0,18.31
"24127175",0.31,62.05,0,0,19.79,0.31,62.05,0,0,19.79
"24127177",0,76.6,0.18,0,17.2,0,76.6,0.18,0,17.2
"24127179",0.33,66.52,0,0,32.49,0.33,66.52,0,0,32.49
"24127181",1.16,69.3,0.09,0,13.87,1.16,69.3,0.09,0,13.87
"24127183",2.08,61.48,0,0,34.51,2.08,61.48,0,0,34.51
"24127185",2.92,61.08,0,0,30,1.35,68.13,0.34,0,21.54
"24127187",15.07,73.63,0,0,11.22,7.25,68.53,0,0,23.53
"24127189",3.28,71.04,0,0,23.45,3.28,71.04,0,0,23.45
"24127191",6.41,75.37,0,0,18.23,2.27,66.1,0.24,0,24.79
"24127193",3.46,76.32,0,0,10.94,3.46,76.32,0,0,10.94
"24127195",0,94.12,0,0,0,0.11,81.12,1.34,0,8.23
"24127197",0.52,85.03,5.16,0,8.77,0.12,80.65,1.3,0,8.51
"24127199",3.27,79.14,0,0,13.96,2.35,79.14,0.41,0,11.57
"24127201",0,45.63,3.51,0,22.69,0,45.63,3.51,0,22.69
"24127203",3.34,43.31,0,0,25.99,3.34,43.31,0,0,25.99
"24127205",1.12,47.05,0,0,19.42,1.12,47.05,0,0,19.42
"24127207",5.87,88.38,0,0,5.52,5.87,88.38,0,0,5.52
"24127209",0.07,47.66,0,0,24.66,0.07,47.66,0,0,24.66
"24127211",2.54,82.92,0.15,0,11.85,3.56,84.6,0.1,0,9.91
"24127213",0,44.47,2.76,0,22.19,0,44.47,2.76,0,22.19
"24127215",1.51,45.08,0.1,0,42.27,1.51,45.08,0.1,0,42.27
"24127217",0,75.51,0,0,12.62,0,75.51,0,0,12.62
"24127219",0,60.08,0,0,18.04,0,60.08,0,0,18.04
"24127221",0,91.62,0.57,0,6.11,0,92.26,0.67,0,5.08
"24127223",0,71.87,3.63,0,11.54,0,52.69,3.39,0,19.48
"24127225",0,55.58,0,0,24.78,0,55.58,0,0,24.78
"24127227",4.08,60.55,0,0,32.93,4.08,60.55,0,0,32.93
"24127229",0.5,73.15,0,0,14.69,1.29,73.46,0,0,14.17
"24127231",0,85.56,0.4,0,1.69,0,85.56,0.4,0,1.69
"24127233",7.47,57.28,2.65,0,30.28,7.47,57.28,2.65,0,30.28
"24127235",2.88,57.23,0,0,36.12,2.56,63.11,0.13,0,28.9
"24127237",0,57.93,0,0,17.63,0,57.93,0,0,17.63
"24127239",0,68.45,4.15,0,6.53,0,68.45,4.15,0,6.53
"24127241",0,67.02,0,0,16.29,0,67.02,0,0,16.29
"24127243",0,78.64,4.95,0,6.81,0,58.99,3.74,0,15.73
"24127245",0,88.12,0,0,8.16,0.16,74.25,0,0,12.48
"24127247",0.23,69.79,0,0,13.49,0.23,69.79,0,0,13.49
"24127249",4.44,76.46,0,0,17.52,4.44,76.46,0,0,17.52
"24127251",1.64,37.68,0,0,55.47,1.64,37.68,0,0,55.47
"24127253",5.92,44.1,0,0,48.48,5.92,44.1,0,0,48.48
"24127255",2.86,74.07,0,0,13.14,2.86,74.07,0,0,13.14
"24127257",0.49,82.24,0.3,0,12.68,0.49,82.24,0.3,0,12.68
"24127259",0,78.78,0,0,11.54,0.13,75.81,0,0,12.24
"24127261",0.33,60.86,0,0,17.98,0.33,60.86,0,0,17.98
"24127263",0.13,77.57,0,0,15.53,0.13,77.57,0,0,15.53
"24127265",0,60.18,0,0,13.58,0,60.18,0,0,13.58
"24127267",0.54,54.5,0,0,13.92,0.54,54.5,0,0,13.92
"24127269",0,77.56,0,0,9.53,0,77.56,0,0,9.53
"24127271",0.91,49.07,0,0,25.11,0.91,49.07,0,0,25.11
"24127273",0,87.4,0,0,5.52,0,87.4,0,0,5.52
"24127275",9.76,67.13,0.51,0,21.27,4.01,62.7,0.53,0,28.31
"24127277",0,89,0,0,3.37,0,89,0,0,3.37
"24127279",0.61,75.38,0,0,13.78,1.7,53.83,0,0,19.97
"24127287",7.82,56.07,0,0,35.86,5.91,47.63,0,0,44.8
"24127289",0,93.22,0,0,5.72,0,93.22,0,0,5.72
"24127291",0.26,56.75,0,0,18.07,0.26,56.75,0,0,18.07
"24127293",0,90.81,0,0,6.2,0,90.81,0,0,6.2
"24127295",3.95,55.64,0,0,35.04,3.71,56.6,0,0,34.39
"24127299",0,76.68,0,0,14.75,0,76.68,0,0,14.75
"24127301",0,72.34,0,0,13.65,0,72.34,0,0,13.65
"24127303",0,66.48,0,0,17.11,0,66.48,0,0,17.11
"24127305",0.19,43.36,0,0,47.55,0.19,43.36,0,0,47.55
"24127307",0,64.66,0,0,13.6,0,64.66,0,0,13.6
"24127309",0,68.28,0,0,12.43,0,68.28,0,0,12.43
"24127311",1.81,91.49,0,0,5.42,1.81,91.49,0,0,5.42
"24127313",0,81.8,0,0,11.79,0,81.8,0,0,11.79
"24127315",0,72.78,0,0,15.93,0,72.78,0,0,15.93
"24127317",2.19,75.4,0,0,8.28,0.2,71.38,0.08,0,12.4
"24127319",0.13,87.8,0,0,6.75,0.73,56.61,0,0,21.36
"24127321",0,87.88,0,0,7.36,0,87.88,0,0,7.36
"24127323",3.68,47.46,0.16,0,39.67,3.68,47.46,0.16,0,39.67
"24127325",0,54.17,0.59,0,18.99,0.14,55.52,0.28,0,18.51
"24127327",0,88.74,0,0,4.45,0.06,72.32,0.12,0,12.86
"24127329",7,57.24,0.98,0,34.31,3.43,49.9,0.18,0,38.33
"24127331",7.58,73.39,0,0,18.69,7.58,73.39,0,0,18.69
"24127333",5.38,51.4,0,0,40.19,1.71,73.91,1.53,0,19.8
"24127335",0,67.36,0,0,28.75,0,67.36,0,0,28.75
"24127337",12.34,84.52,0.7,0,2.44,4.7,74.84,1.44,0,14.05
"24127339",0,70.23,0,0,11.62,0,70.23,0,0,11.62
"24127341",1.83,70.07,0,0,16.95,0.55,66.1,0.04,0,15.97
"24127343",3.28,77.11,0,0,9.34,1.21,62.96,0,0,12.44
"24127345",2.29,78.84,0.03,0,17.02,2.29,78.84,0.03,0,17.02
"24127347",0.69,60.55,0,0,23,0.69,60.55,0,0,23
"24127349",3.24,57.24,0,0,38.9,3.24,57.24,0,0,38.9
"24127351",2.63,60.14,0,0,37.23,2.63,60.14,0,0,37.23
"24127353",0.82,73.76,3.09,0,18.02,0.82,73.76,3.09,0,18.02
"24127355",0,61.75,0,0,13.65,0,66.1,0,0,14.55
"24127357",0,75.28,0,0,21.36,0,75.28,0,0,21.36
"24127359",0,62.2,0,0,13.34,0,62.2,0,0,13.34
"24127361",1.26,82.8,0.17,0,12.84,1.26,82.8,0.17,0,12.84
"24127363",0.73,92.25,0,0,4.19,0.54,91.09,0,0,5.03
"24127365",0,75.26,0,0,13.17,0,75.26,0,0,13.17
"24127367",2.67,91.76,0,0,3.02,0.73,66.15,0.03,0,14.9
"24127369",16.41,67.52,2.08,0,13.84,16.41,67.52,2.08,0,13.84
"24127371",9.01,61.32,0.11,0,29.55,9.01,61.32,0.11,0,29.55
"24127373",4.07,79.71,2.26,0,12.7,4.07,79.71,2.26,0,12.7
"24127375",0,37.5,37.5,0,25,13.27,64.84,1.4,0,20.4
"24127379",1,94.92,0,0,2.57,3.02,91.26,0,0,4.68
"24127381",0.62,85.18,0.12,0,10.52,0.62,85.18,0.12,0,10.52
"24127383",0.53,82.34,1.62,0,14.03,0.53,82.34,1.62,0,14.03
"24127385",0.26,76.51,0,0,12.14,0.19,74.74,0,0,11.99
"24127387",5.55,56.49,2.04,0,33.14,5.55,56.49,2.04,0,33.14
"24127389",0,39.85,0,0,28.21,0,39.85,0,0,28.21
"24127391",5.99,75.26,0,0,10.16,6.66,88.59,0.15,0,3.46
"24127393",0,80.83,0,0,12.31,0,82.98,0,0,10.93
"24127395",0.07,61.87,1.94,0,19.36,0.07,61.87,1.94,0,19.36
"24127397",2.11,77.85,0,0,18.44,2.11,77.85,0,0,18.44
"24127399",0,86.08,0,0,7.17,0,86.08,0,0,7.17
"24127401",6.58,34.49,0,0,57.92,6.58,34.49,0,0,57.92
"24127403",5.3,56.23,0,0,37.12,5.3,56.23,0,0,37.12
"24127405",4.97,87.71,0,0,6.72,4.97,87.71,0,0,6.72
"24127407",0,80.48,0,0,11.95,0,80.48,0,0,11.95
"24127409",6.78,50.17,1.58,0,41.47,5.67,58.68,0.16,0,32.89
"24127411",7.11,52.72,0,0,34.55,5.59,58.35,0.11,0,33.07
"24127413",4.86,48.78,2.14,0,42.9,3.79,54.25,0.94,0,40.24
"24127415",5.84,74.37,8.38,0,11.42,5.06,59.17,14.52,0,19.3
"24127417",5.33,77.71,0,0,16.96,5.19,61.57,0.14,0,30.61
"24127419",7.93,58.19,0,0,33.88,5.78,56.14,0.17,0,34.81
"24127421",0,100,0,0,0,0,100,0,0,0
"24127423",0.96,59.98,0,0,25.6,0.96,59.98,0,0,25.6
"24127425",2.79,78.84,0.02,0,14.93,2.54,85.06,0.01,0,9.82
"24127427",61.69,12.15,14.95,0,11.21,5.07,56.7,8.94,0,27.83
"24127429",0.37,79.99,0.13,0,11.95,0.37,79.99,0.13,0,11.95
"24127431",4.69,43.95,0.36,0,39.12,5.14,54.35,0.7,0,30.4
"24127433",6.89,90.54,0,0,2.16,7.59,87.87,0.27,0,3.68
"24127435",0,59.32,0,0,31.9,0,59.32,0,0,31.9
"24127437",0.46,94.87,0,0,2.91,0.46,94.87,0,0,2.91
"24127441",4.15,56.58,0,0,25.24,4.15,56.58,0,0,25.24
"24127443",5.39,93.33,0,0,1.28,5.39,93.33,0,0,1.28
"24127445",0,75.72,0,0,21.04,0,75.72,0,0,21.04
"24127447",0,73.78,0,0,11.08,0,57.82,0,0,19.14
"24127449",0,80.85,0,0,8.76,0,80.85,0,0,8.76
"24127451",6.03,68.52,0,0,24.97,6.03,68.52,0,0,24.97
"24127453",4.68,78.32,0,0,17.01,2.6,82.55,0,0,14.67
"24127455",1.06,85.67,0,0,12.95,1.06,85.67,0,0,12.95
"24127457",0,93.21,0,0,5.75,0,93.21,0,0,5.75
"24127459",8.43,84.65,0.6,0,5.52,8.43,84.65,0.6,0,5.52
"24127461",5.25,74.75,2.37,0,10.74,2.02,68.69,1.9,0,15.33
"24127463",1.49,66.13,0.06,0,16.7,1.49,66.13,0.06,0,16.7
"24127465",0,91.71,0,0,8.29,0,79.62,0,0,17.93
"24127467",1.55,17.74,1.64,0,56.07,1.55,17.74,1.64,0,56.07
"24127471",0.62,71.23,0,0,20.38,1.59,81.34,0.18,0,12.74
"24127473",0,92.12,0,0,6.15,0,92.12,0,0,6.15
"24127475",1.91,62.43,0,0,30.16,1.91,62.43,0,0,30.16
"24127477",16.31,62.21,2.39,0,8.42,16.31,62.21,2.39,0,8.42
"24127479",11.79,68.66,0,0,13.62,8.23,63.04,0,0,19.02
"24127481",0,95.48,0,0,4.52,2.03,82.66,0.24,0,11.56
"24127483",3.97,89.33,0,0,5.14,3.97,89.33,0,0,5.14
"24127485",2.4,91.79,0,0,4.61,2.4,91.79,0,0,4.61
"24127487",0.11,81.34,0.21,0,6.4,0.11,81.34,0.21,0,6.4
"24127489",0.46,69.82,0,0,23.33,2.3,82.55,0,0,11.85
"24127491",0,60.93,3.59,0,17.2,2.23,81.78,0.13,0,12.04
"24127493",0,84.88,0.5,0,10.85,0,84.88,0.5,0,10.85
"24127495",9.03,83.62,0,0,3.95,6.48,81.05,0,0,8.01
"24127497",4.35,59.92,5.47,0,29.65,6.62,61.86,1.88,0,28.43
"24127499",13.41,60.54,4.1,0,20.85,13.41,60.54,4.1,0,20.85
"24127501",1.63,76.85,0.06,0,15.77,1.63,76.85,0.06,0,15.77
"24127503",8.85,68.15,4.18,0,12.54,2.51,68.07,1.69,0,15.39
"24127505",0.77,74.22,0.14,0,16.57,0.77,74.22,0.14,0,16.57
"24127507",10,39.33,0.71,0,48.25,10,39.33,0.71,0,48.25
"24127509",3.79,91.7,0,0,4.12,3.79,91.7,0,0,4.12
"24127511",0.56,84.27,0,0,10.16,0.56,84.27,0,0,10.16
"24127513",0,79.12,0,0,15.58,0,79.12,0,0,15.58
"24127515",0.84,89.9,0.13,0,8.49,0.84,89.9,0.13,0,8.49
"24127517",3.51,63.58,1.7,0,15.14,1.6,70.99,0.61,0,16.14
"24127519",6.16,80.72,0,0,8.53,6.16,80.72,0,0,8.53
"24127521",3.37,75.35,6.99,0,9.97,3.37,75.35,6.99,0,9.97
"24127523",0,77.02,0,0,14.53,0,77.02,0,0,14.53
"24127525",8.63,85,0,0,4.41,8.63,85,0,0,4.41
"24127527",0,86.48,0,0,10.67,0,86.48,0,0,10.67
"24127529",1.72,29.79,0.2,0,45.76,1.72,29.79,0.2,0,45.76
"24127531",5.57,74.53,5.57,0,9.6,3.96,66.56,1.78,0,18.59
"24127533",11.99,60.55,4.45,0,20.38,12.89,60.55,4.23,0,20.68
"24127535",3.47,57.99,0.11,0,23.35,3.47,57.99,0.11,0,23.35
"24127537",5.36,43.99,0,0,35.04,3.09,60.15,0.09,0,22.65
"24127539",5,45.64,1.17,0,47.26,5,45.64,1.17,0,47.26
"24127541",9.49,48.76,2.53,0,31.54,9.49,48.76,2.53,0,31.54
"24127543",0,97.13,0,0,2.51,0,97.13,0,0,2.51
"24127545",2.83,87.15,0.19,0,7.62,2.83,87.15,0.19,0,7.62
"24127547",7.03,82.78,7.21,0,2.99,4.12,83.75,3.8,0,6.19
"24127549",3.56,59.69,3.69,0,19.21,3.79,73.52,1.04,0,11.99
"24127551",7.88,87.05,0.19,0,4.88,7.88,87.05,0.19,0,4.88
"24127553",0,88.89,11.11,0,0,3.84,83.12,4.67,0,6.71
"24127555",6.46,56.34,1.26,0,26.5,6.46,56.34,1.26,0,26.5
"24127557",1.32,75.59,0.34,0,10.14,2.56,75.8,0.3,0,10.37
"24127559",0.11,68.79,4.17,0,21.15,0.94,73.18,1.93,0,18.22
"24127561",4.07,76.01,0.34,0,7.87,4.07,76.01,0.34,0,7.87
"24127563",4.29,81.42,5.63,0,5.97,4.29,81.42,5.63,0,5.97
"24127565",8.71,82.84,0.53,0,6.19,8.71,82.84,0.53,0,6.19
"24127567",6.63,70.12,0.49,0,21.42,6.63,70.12,0.49,0,21.42
"24127569",12.01,48.08,0.04,0,26.52,12.01,48.08,0.04,0,26.52
"24127571",12.96,22.22,29.62,0,3.7,12.02,47.6,0.6,0,26.09
"24127573",3.07,81.3,7.08,0,8.22,3.07,81.3,7.08,0,8.22
"24127575",1.35,60.68,2.08,0,25.28,1.35,60.68,2.08,0,25.28
"24127577",1.13,58.75,2.67,0,27.15,1.13,58.75,2.67,0,27.15
"24127579",1.64,38.47,3.11,0,43.71,1.64,38.47,3.11,0,43.71
"24127581",10.86,77.2,0,0,11.94,10.86,77.2,0,0,11.94
"24127583",0,90.79,0,0,9.21,4.27,59.01,0,0,36.02
"24127585",5.18,80.36,2.32,0,8.32,5.26,83.74,2.93,0,6.48
"24127587",4.39,78.64,2.14,0,5.04,4.39,78.64,2.14,0,5.04
"24127589",4.6,84.16,0.44,0,8.69,6.66,80.58,0.36,0,9.24
"24127591",0.28,15.76,0.2,0,43.38,0.28,15.76,0.2,0,43.38
"24127593",4.38,47.14,4.86,0,22.87,2.47,70.38,1.83,0,15.45
"24127595",25.22,64.62,4.62,0,4.31,2.02,62.97,1.16,0,17.48
"24127597",15.68,64.93,0,0,11.64,15.68,64.93,0,0,11.64
"24127599",1.2,57.86,0,0,32.58,1.2,57.86,0,0,32.58
"24127601",4.08,84.2,0,0,4.97,4.08,84.2,0,0,4.97
"24127603",7.01,84.11,0,0,5.98,7.01,84.11,0,0,5.98
"24127605",0,83.84,5.18,0,10.98,0,58.1,1.28,0,37.29
"24127607",6.88,51.07,2.33,0,23.08,2.33,58.97,2.12,0,24.89
"24127609",6.47,84.27,0.99,0,6.29,6.47,84.27,0.99,0,6.29
"24127611",7.03,53.28,0.11,0,26.48,7.03,53.28,0.11,0,26.48
"24127613",6.16,66.27,0,0,26.81,6.16,66.27,0,0,26.81
"24127615",7.62,55.78,0,0,35.94,7.62,55.78,0,0,35.94
"24127617",0.34,42.09,0,0,44.07,0.34,42.09,0,0,44.07
"24127619",3.04,50.97,0.16,0,31.02,3.04,50.97,0.16,0,31.02
"24127621",3.36,23.61,0.04,1.27,44.01,2.12,51.41,1.2,0.19,25.84
"24127623",0.87,68.43,0,0,12.78,1.86,62.76,0,0,16.28
"24127625",2.58,47.95,4.46,0,28.19,2.58,47.95,4.46,0,28.19
"24127627",5.17,43.93,0,0,27.89,5.17,43.93,0,0,27.89
"24127629",2.98,75.71,2.73,0,9.12,2.98,75.71,2.73,0,9.12
"24127631",5.38,66.17,2.24,0,11.94,6.42,77.73,0.79,0,8.1
"24127633",0,33.33,66.67,0,0,5.88,77.37,1.15,0,8.26
"24127635",0.63,56.86,0,0,41.61,0.63,56.86,0,0,41.61
"24127637",0,57.12,0,0,29.84,0,57.12,0,0,29.84
"24127639",2.23,38.44,0,0,34.12,0.41,47.12,0,0,37.93
"24127641",1.56,82.38,0.48,0,10.33,1.56,82.38,0.48,0,10.33
"24127643",2.86,75.59,0.56,0,10.94,2.86,75.59,0.56,0,10.94
"24127645",10.11,25.09,5.99,0,36.33,0.77,46.29,0.22,0,37.87
"24127647",0,52.62,0.45,0,42.89,0,52.62,0.45,0,42.89
"24127649",0.04,83.59,0,0,10.1,0.04,83.59,0,0,10.1
"24127651",4.43,76.41,0,0,17.32,4.43,76.41,0,0,17.32
"24127653",0,60.17,7.06,0,20.6,0.88,59.37,3.85,0,19.17
"24127655",0.21,38.09,4.12,0,24.19,0.21,38.09,4.12,0,24.19
